subject,jumlah_tiket
USERNAME_MASKED OMSPAN untuk konfirmasi penerimaan,1
Cara Perekaman KDP Aset Rumah pada aplikasi SAKTI,1
Proses ADK Penyamaan Data GPP,1
Penyesuaian History Revisi Dipa I,1
Permasalahan modul penganggaran satker 657914,1
Pendaftaran USERNAME_MASKED Tingkat Unit Sekretariat Jenderal dan Tingkat K/L Kementerian Kesehatan,1
Tindak Lanjut tiket 20200210-87CPGL,1
Tidak mengisi detail PNBP di modul admin SAS,1
Void SP2HL KPU SIGI (670976),1
Permintaan Pergantian USERNAME_MASKED pada KPPBC TMP C Kotabaru,1
Pembayaran Selisih Tukin Guru,1
Perekaman KKP dan SPP KKP,1
heri yunus,1
Belum menerima informasi alamat email SAKTI,1
Setoran Pajak Belum Muncul di OM-SPAN,1
hjghjg,1
SPAN Selalu Error,1
Permasalahan Kirim ADK SPAN Sakti Web,1
Permohonan Hapus ADK Gaji,1
Permohonan Void SPHL No. NPWP_MASKED Tanggal 31-12-2019,1
Permintaan USERNAME_MASKED Password SAKTI,1
Permohonan Informasi dan Tindak lanjut atas Tidak Keluarnya Data Revisi DIPA Ke-01 pada Aplikasi SAKTI WEB,1
Ralat Nilai Pengesahan Hibah (SP2HL),1
Permohonan Password USERNAME_MASKED,1
mohon perbaikan data pagu pada Aplikasi SAKTI satker 669034,1
Referensi register hibah djpu,1
Permohonan Kirim SMS USERNAME_MASKED Password SAKTI WEB,1
Pembayaran Kekurangan Gaji PPNPN,1
Lupa password aplikasi digit,1
Mohon Kirim ulang USERNAME_MASKED Paswod,1
Satker 417373_Permohonan penyesuaian history revisi DIPA,1
Permintaan Penyamaan Data Pegawai 429017,1
Penerimaan Negara Belum dapat dikonfirmasi,1
selisih pada e-rekon atas transaksi BMN dengan realisasi belanja modal di Aplikasi SAKTI,1
Notif revisi anggaran,1
Perbedaan pagu dipa setelah revisi,1
Tidak Bisa Merekam SPBY Setelah Revisi DIPA,1
PC Workstation tidak bisa konek dengan DBPPNPN,1
Pendaftaran USERNAME_MASKED Web Unit,1
koreksi kode kegiatan SPHL ditolak SPAN,1
USERNAME_MASKED yang tidak bisa login,1
Permohonan USERNAME_MASKED BUN lingkup Direktorat PA,1
NRK 20001416/0,1
Lupa Password email Sakti,1
MPHL-BJS belum masuk data SiAP,1
VOLUME PADA MATRIKS PERUBAHAN BERUBAH UBAH,1
Seputar omspan,1
Data revisi di SAKTI hilang,1
gagal update PC ke windows 10,1
Penyelesaian Tagihan Atas Beban SBSN yg sd 31 Desember 2019 belum mencapai 100%,1
cara log in bila muncul pesan sudah log in,1
Menu PHLN pada SAKTI,1
Permohonan email sakti untuk level UNIT Ditjen KSDAE KLHK (BA 029.05),1
Revisi Halaman III Dipa,1
merekam pejabat KPA/PPSPM/Bendahara,1
CATAT SP2D,1
koreksi spmkp,1
Inpassing Jabatan Fungsional,1
Terdapat kesulitan registrasi digit dengan notifikasi object-object,1
Mengubah Nilai Uang Persediaan di Aplikasi SAKTI,1
Satker BLU mendapat notifikasi bukan satker BLU saat melakukan update info saldo BLU,1
Honor Narasumber Menteri,1
Kendala sakti,1
Gagal Batal Cadang pada Kontrak Multiyears NRK 18001468,1
Perihal perubahan volume output pada aplikasi web SAKTI,1
Usulan USERNAME_MASKED market placeKPPN Atambua,1
Penambahan Kode Pos pada SAKTI,1
Permasalahan Aplikasi SAS Modul SILABI Menggunakan SAS Versi 20.0.2 build 29 Januari 2020,1
Permohonan Pergantian USERNAME_MASKED DAK DD KPPN Ketapang,1
Fail (-1),1
konfirmasi penerimaan pada OMSPAN nilainya berbeda,1
Saldo Utang Kepada Pihak Ketiga,1
REVISI LOKASI KOREM,1
reset password DIGIT,1
Permintaan Push Data Sakti (modul GLP),1
Tarif Perjalaan Dinas,1
Menghapus spp batal adk,1
Permohonon penyesuaian data DIPA di Aplikasi SAKTI,1
PIN PPSPM tidak bisa registrasi,1
Data Penerimaan Negara 2020 (USD) Saat dikoreksi Masih 'GL Date Kosong',1
Permintaan Penghapusan PMRT KPPN Padang per 19 Februari 2020,1
Cetak Laporan Matriks tapi ds sesudah : null,1
Format Excel pada Keluaran SP2D,1
FILTER: KODE KECAMATAN | 3317102 KODE DESA | ACCOUNT_MASKED,1
Perubahan USERNAME_MASKED Fisik dan Dana Desa KPPN Palu,1
Mohon dkonfirmasi USERNAME_MASKED password masuk ke instaler FileZilla untuk ftp server karena USERNAME_MASKED password yang dibagikan tidak bisa masukj.terima kasih,1
Aktivasi Office,1
NILAI SETORAN DOUBLE PADA OMSPAN (KONFIRMASI),1
tidak bisa cetak sakti web,1
Pengajuan Tunjangan Jabatan Pada Satker Bawaslu yang Dipekerjakan Di Pemda,1
Lupa password oprd2 Aplikasi SAKTI,1
Update Simak BMN,1
SPBY Tidak muncul saat membuat kuitansi di SILABI,1
TIDAK MENERIMA EMAIL AKTIVASI PADA DJP ONLINE,1
tidak bisa login aplikasi sas,1
SAKTI WEB - USERNAME_MASKED Referensi Satker - Pendaftaran PPK dan Pertanyaan tentang Perubahan Nama Satker,1
Penyampaian Form Checklist Instlasi PC Workstation KPPN Tanjung Pandan,1
Potongan Pajak SPM Tukin,1
Fail Upload Adk di CW SPAN,1
"Validasi Belanja Gagal, Pagu GLP beda dengan Pagu Belanja",1
Permohonan Penggantian Sementara PPSPM,1
Kotak Cek list pada detail Sakti,1
Pembuatan Paydoc SBSN BRI Syariah,1
Penyampaian Form Checklist Instalasi PC Workstation KPPN Mataram,1
Penolakan Supplier,1
Kesalahan penyetoran penerimaan negara,1
"jurnal pengembalian belanja tayl (uang makan, lembur, spd, honor)",1
Gagal Update COA setelah selesai approval Revisi POK USERNAME_MASKED,1
Permintaan rincian transaksi Modul Aset Tetap,1
Kenapa berubah Digital Stamp,1
tutup buku bulan 11,1
Permintaan Penghapusan PMRT KPPN Padang per 24 Februari 2020,1
Revisi POK Sakti Web,1
Perbedaan Data Nominal Setoran,1
sudah valid tapi output adk tidak dapat terdownload,1
Push manual E-Rekon Satker 440941,1
Perbedaan Jumlah Pembayaran Antara MPN dan OM SPAN,1
Aplikasi sas menu SPBY,1
Permohonaan pembuatan USERNAME_MASKED Seksi PDMS pada apl. e-jafung,1
Realisasi total tidak sama dengan jumlah realisasi per akun pada belanja pegawai bulan Februari 2020,1
Reset Password Aplikasi SAKTI,1
Pergantian PPSPM Aplikasi SAKTI,1
Penghapusan Data USERNAME_MASKED SAKTI,1
DS Null,1
mohon dikirimkan password,1
Permohonan Penggantian USERNAME_MASKED 1 Satker 119703,1
permohonan USERNAME_MASKED password KPA,1
Telepon KPPN Jakarta IV,1
mohon di void no sp2d tanggal 27 Februari 2020,1
Permintaan USERNAME_MASKED dan Anggaran,1
Reset password USERNAME_MASKED,1
Proses penggantian PPSPM pada SAKTI Web,1
Revoke DS karena mutasi pegawai,1
SK pangkat pengadian,1
Pergantian USERNAME_MASKED pada Aplikasi SAKYI,1
Satker Kejari Kulonprogo belum mendapatkan email untuk melakukan aktivasi USERNAME_MASKED,1
permohonan USERNAME_MASKED unit,1
Nilai IKPA Bulan Februari 2020,1
Sas 2020,1
USERNAME_MASKED E-JAFUNG KASI MSKI KPPN BATURAJA,1
Nilai Buku Minus karena Penyusutan,1
request buka periode 12 modul Aset Tetap KPPBC Semarang,1
Permohonan Pasword Operator SAKTI,1
Permintaan KEP-650/PB/2018,1
Satker Yang melakukan Permohonan Persetujuan UP Kembali setelah mendapat Dispensasi,1
Permohonan Daftar USERNAME_MASKED Satker Lingkup KPPN Mamuju Tahun 2020,1
Laporan Kinerja Anggaran Satker,1
Kiriman Data KKP dari PPK ke BPP tidak terbaca sehingga tidak dapat membuat kuitansi KKP,1
Konfirmasi setoran penerimaan angsuran sewa beli rumah negara gol III,1
Permintaan USERNAME_MASKED Tingkat Unit Kerja Eselon I,1
Gagal validasi RUH Belanja Revisi DIPA pada SAKTI,1
Nama KPA tidak berubah,1
tatacara perekaman kuitansi atas KKP di SAS 2020,1
Merekam Komponen tidak muncul di aplikasi sakti,1
Belum Menerima SMS SAKTI,1
Penyampaian USERNAME_MASKED OMSPAN DAK Fisik TA 2020 Untuk Pemda,1
Cara Memindahkan data PPNPN dari SAS 2019 ke 2020,1
Menambah Data Pengguna Layanan CSO,1
Revisi DIPA melalui Aplikasi SAKTI,1
Konfirmasi Capaian output,1
Perbaikan akun RPD Harian Penyaluran Dana Desa,1
gagal validasi data belanja pada SAKTI,1
Permohonanan Perubahaan Kedudukan Pegawai An asep Di GPP Terpusat,1
Status Upload LPJ feb 2020,1
Nomor SK PPNPN Tidak Muncul,1
Penolakan SPM dari SPAN,1
Masa Berlaku Sertifikat Elektronik Akan Habis,1
LPJ BPP SAS 20,1
Permintaan Perubahan USERNAME_MASKED/atau Password OMSPAN Satker,1
usulan,1
Reset password aplikasi digit,1
Permintaan Penghapusan Gaji Induk April,1
ADK Konfirmasi Penerimaan Negara Gagal di OMSPAN,1
pengalokasian dana dekon ke kegiatan di direktorat,1
Update ADK di aplikasi SAKTI,1
Validasi Pegawai aktif di satker lain,1
LPJ Februari,1
Konfirmasi tidak mucul di OMSPAN,1
Bapas Jogja,1
Supplier BPG gagal Validasi,1
SET UP TEMPLATE RESKSUS DITJEN PERKERETAAPIAN,1
Permasalahan Revisi Hal III DIPA,1
Total nilai kuitansi UP yang belum di GUP kan tidak muncul,1
perbedaan saldo UP satker KPP Pratama Kolaka 409979,1
Data IKPA Satker 408772,1
Log In SAKTI,1
USERNAME_MASKED Aplikasi SPRINT,1
Penyesuaian Sisa Pagu DIPA,1
Beda Cetakan dan ADK LPJ SAKTI,1
Penginputan penyerapan,1
Cetak Data Konfirmasi Penerimaan Tidak Muncul NTPN dan NTB,1
Aplikasi SAS Error MySQL Database Kode 10106,1
mohon kill USERNAME_MASKED 524320,1
Password baru tidak dapat digunakan,1
Mohon petunjuk tata cara pengisian capaian output di Aplikasi SAS,1
Kendala Teknis pada Aplikasi SAKTI Modul Bendahara,1
KIPS Bagi satker SAKTI,1
reset password email kemenkeu a.n. Makmur Arifin NIP NIP_MASKED,1
ADK tidak dapat didownload dari Sakti Web,1
Aplikasi GPP Satker,1
Tolakan Gaji terusan ke IV pegawai Kantor Pertanahan Kab. Bandung (429712),1
Menu PPNPN Pada Aplikasi SAS 20.0.3,1
USERNAME_MASKED om span dana desa untuk kabupaten bekasi tidak bisa dibuka,1
penjelasan data realisasi,1
Manual lengkap GPP,1
menu Kartu Kredit Pemerintah (KKP) pada Aplikasi SAS,1
Permohonan Pergantian USERNAME_MASKED KANWIL DJBC BANTEN,1
Kekurangan Gaji Pencabutan Skorsing,1
Nomor SPM yang terhapus,1
Tagihan Invoice SPM Retur KPPN Makassar II,1
Error SAKTI: Java.lang pointer null exception,1
Selisih Saldo UP Satker KPP Singkawang (410599),1
Aplikasi SPRINT,1
"Mohon Solusinya salah input Kwitansi Belanja modal rumah jabatan KPPN Kudus yang seharus nyaRp. 8.150.650,- diinput Rp. Rp. 7.310.000,- dan sudah terlanjur didetailkan di Modul Aset Tetap sehingga untuk rekam kwitansi tidak dapat atas bantuannya diucapkan",1
Penambahan kewenangan USERNAME_MASKED komitmen,1
Terdapat akun yang salah di PNBP Kejaksaan RI,1
akun belanja,1
SAKTI: Cetakan SPBy Null,1
Monev PA ada KPPN KPH,1
Workshop Nasional Penyusuna Dokumen Akriditasi Laboratorium Dan Upgrading,1
cetakan LRPCO 2019 dan rekap SP2d BUD 2019,1
Permohonan Pergantian USERNAME_MASKED Fisik dan Dana Desa,1
Pegawai PPNPN dengan supplier tipe 3,1
Revisi Pejabat Perbendaharaan,1
Gagal CALL revisi 1,1
Prosedur Pergantian PPSPM Sementara,1
LPJ PENDAHARA PENGELUARAN,1
Penyampaian Isu Terkait Aplikasi Gaji KPPN Terpusat (Solved),1
Permohonan pergantian USERNAME_MASKED pada KPPN Sragen,1
Terdapat Perbedaan Akumulasi Penyusutan,1
gagal Validasi di Satudja pada kewenangan revisi,1
Ketidaksesuaian Capaian Indikator Data Kontrak pada Monev PA,1
Data Penerimaan Perpajakan dan Belanja KL,1
Permintaan penambahan update Referensi Tunjangan Jabatan Fungsional pada Aplikasi GPP,1
OMSPAN DAK Fisik - Laporan Sisa DAK Fisik TAYL,1
Permohonan USERNAME_MASKED Administrator untuk mengganti DNS PC SPAN Kepala Seksi Bank KPPN Kendari,1
Permintaan USERNAME_MASKED pass Local host,1
Permohonan USERNAME_MASKED Lokal PC SPAN,1
password om span satker,1
Permohonan Pengiriman Ulang USERNAME_MASKED Password Aplikasi SAKTI WEB.,1
Permintaan USERNAME_MASKED Sementara,1
Permohononan USERNAME_MASKED,1
Permohonan Pengesahan Memo Penyesuaian Saldo Awal Tahun 2020 satker BLU UNS (677508),1
KPA tidak berada kantor,1
Penggunaan 526311 dgn 526312,1
Password CMS BRI Syariah,1
Permohonan Paydoc Referensi Segmen Bank untuk satker BLU UNS (677508),1
Permohonan Pengaturan Ulang Kata Sandi Aplikasi SAKTI,1
permintaan USERNAME_MASKED administrator untuk pergantian dns pc span,1
Aplikasi Erekon-LK Lemot pada jaringan intranet KPPN Sidikalang,1
lpj Eror,1
Data Setoran Penerimaan Belum Muncul Pada OM SPAN,1
Pengahpusan Kode Satker,1
Printer Kasi Bank Dotmatrik,1
Jumlah Besaran untuk Piket,1
Pelaksanaan Paket Meeting Fullday,1
Status SPM No 00063A dan 00062A Satker 410687,1
BATAL PERSEDIAAN MASUK DI APLIKASI SAKTI,1
Uang muka,1
Kesalahan SPM pada IKPA,1
Data Realisasi,1
USERNAME_MASKED Pasword OM SPAN Satker,1
Reval,1
Mohon informasi terkait pencairan swakelola DAK Fisik,1
Dispensasi RPD pada Modul Renkas Aplikasi OM SPAN untuk satker Pengembalian Penerimaan PFK (440780),1
ada akun dalam adk yang tidak ada di data pagu,1
push data rekon perbaikan reval 2019,1
Input SP2D BUD,1
GPP Gaji Pegawai,1
Pembayaran Sukarelawan,1
Pergantian USERNAME_MASKED E-Rekon L/K,1
USERNAME_MASKED Web untuk Satker Baru,1
Pergantian akun span kepala kantor,1
Pengesahan SP3B BLU satker pindah BA,1
SAS dan SPM,1
Permohonan penghapusan data gaji,1
Pembuatan USERNAME_MASKED I,1
mohon penambahan komponen,1
permohonan penyamaan data satker baru,1
Permohonan Penghapusan Supplier Dana Desa KPPN Pangkalpinang,1
Revisi Perubahan Kode Register SBSN,1
Peran USERNAME_MASKED KP2KP (anak satker Kantor Pajak),1
Hapus No SPM dan No Invoice,1
akses,1
DPR Kartu kredit pemerintah tidak masuk ke bendahara,1
Permohonan Reset Akun DIGIT,1
Tolakan SPM TIPE 1 Satker yang berubah nama pada DIPA,1
Penyelesaian Retur Dana BOS Penyaluran Tahap 1 Gelombang 1 TA 2020,1
Revisi dja,1
Permintaan VOID SPM/SP2D nomor NPWP_MASKED tgl 18 Maret 2020,1
"Pendaftaran USERNAME_MASKED sakti tingkat unit/kl, kementerian desa,pdt dan trans",1
clock in WFH tidak terbaca di pengawasan atasan langsung,1
Perubahan USERNAME_MASKED KPKNL Palu,1
Penggantian USERNAME_MASKED KPPN (SPAN),1
Aktifasi Microsoft Office 2013,1
113/pmk.05/2020,1
Data SPBy hilang,1
Kekurangan Tunjangan Umum,1
pengembalian belanja pegawai,1
Mohon Solusi Terkait adanya Microsoft Office Starter yang menyebabkan tidak dapat membuat file excel template Web Adi,1
PERMINTAAN NO NTPN,1
Apsen dari edpb,1
Perekaman Kuitansi KKP tidak muncul pembebanannya,1
DAFTAR USERNAME_MASKED SAKTI TINGKAT UNIT,1
PC SPAN tidak bisa login,1
Permohonan update data atasan pegawai di edjpb,1
Kirim DB GPP ke satker,1
Perubahan Akun Sakti,1
Aplikasi web sakti,1
Cara meminta akun admin lokal,1
EDJPb: Muncul Url Tidak dikenal saat klik Task,1
NPWP xxx tidak ditemukan: SAKTI. sudah ada NRS.,1
Belanja tabung pompa racun rumput,1
Informasi terkait dana yang masuk ke rekening pihak ketiga,1
Kode Pos yang salah dalam aplikasi SAKTI,1
kesalahan pemrosesan SPM Koreksi,1
Permintaan Penghapusan PMRT KPPN Kolaka 17 Maret 2020,1
Permohonan USERNAME_MASKED Baru,1
Akun keperluan sehari hari perkantoran,1
Pembayaran Uang Makan untuk pegawai WFH,1
Permohonan Password Aplikasi Sakti untuk admin,1
Aplikasi Web Hosting Haipedia Tidak bisa diakses,1
Rekam Kwitansi GUP,1
Pengesahan triwulan I 2020,1
SAKTI : Kendala pembutan usulan revisi,1
Salah Klik aplikasi edjpb.kemenkeu.go.id,1
Cara Menambah PPNPN Baru di Aplikasi Sakti,1
Modul Supplier tidak ada di SPAN MO PD,1
Pengelolaan Data Supplier,1
Permasalahan SAS,1
bawahan edjpb belum terupdate,1
kill session,1
Perubahan USERNAME_MASKED untuk KPA Satker,1
Copy DIPA revisi I sakti ke usulan Revisi II Berbeda,1
REFUND PEMBELIAN TIKET PESAWAT MELALUI KKP KARENA COVID-19,1
Password Digit yang baru tidak bisa open,1
Permintaan Akses RDP,1
Kuitansi KKP tidak muncul di Modul SILABI SAS,1
Permohonan Aktivasi USERNAME_MASKED Online,1
Perubahan Password OMSPAN Satker,1
Renkas beda nominal,1
Assign akun edjpb,1
Lupa password operator Sakti,1
Tidak bisa memproses penambahan supplier di akun Sakti Modul PPK,1
Reset Email SAKTI,1
Permintaan Reset Password pada edjpb.kemenkeu.go.id,1
Pengisian Task di E- Office Untuk Pegawai WFH Bermasalah,1
Error Validasi Invoice Retur,1
Arsip Surat Masuk Pada E-Office,1
cara aproval sakti satker,1
DAK Fisik 2020,1
error pada saat perhitungan gaji PPNPN di aplikasi SAS 2020,1
Mengkopi Aplikasi GPP tidak bisa,1
Work From Home (WFH) untuk Pejabat,1
Tutup buku permanen periode ADJ 1 2019,1
Kesalahan kode barang dan jumlah barang,1
input,1
USERNAME_MASKED buat approve pembukaan rekening tampilannya,1
penginputan Daftar kontrak bermasalah,1
Realisasi di Silabi,1
Kelengkapan penyaluran DAK FISIK,1
Data pegawai pada aplikasi edjpb belum sesuai,1
Nama Penandatangan Dokumen pada Nadine,1
Invalid USERNAME_MASKED,1
Data di di PBN OPEN dan di Edjpb tidak sinkron,1
Penggantian USERNAME_MASKED Kepala Kantor KPPN Bengkulu,1
Covid,1
Tujuan Permintaan data Tenaga Kesehatan,1
Pemilihan Metode Penyaluran Pada DAK FISIK REGULER bidang Sosial tidak bisa diakses,1
USERNAME_MASKED password digit.kemenkeu,1
kenapa akun saya tidak terdaftar,1
Permohonan Hapus PMRT 2020 KPPN Majene,1
Permintaan surat S-5240/2018,1
Menu Anggaran di SAKTI hilang,1
Tutup Buku Permanen Tahun 2019 Audited,1
Pembayaran Gaji Susulan TNI an. R. Andry Purwanto,1
PEMROSESAN SPM DENGAN SUMBER DANA SBSN,1
Permintaan Dasar Hukum dan Mekanisme Penerbitan Surat Keterangan Tanda Lunas Tahun 2001,1
Permintaan Reset Password aplikasi Digit,1
Permohonan Pengahapusan Data Satker dari MON-SAKTI,1
SAS SPDPL,1
eDJPb tidak bisa diproses,1
Salah catat supplier bank di kontrak,1
Pendaftaran USERNAME_MASKED KPPN Kuala Tungkal,1
SKA Belum AS3 - 0006938/CBN/2020,1
LAMAN OMSPAN,1
SP2D BUD tahun 2019 tidak bisa di operasikan,1
PERMOHONAN PENGHAPUSAN INVOICE YANG MENGGANTUNG,1
Data Kontrak Single Years 2020 Tertolak,1
pemberhentian sesi log in USERNAME_MASKED SAKTI,1
PP SPM tidak dapat melakukan validasi SPM Dana Desa,1
Ubah Supplier Dana Desa,1
BPP BLU,1
PENDAFTARAN USERNAME_MASKED,1
Pendaftaran Supplier Incomplete,1
Exel untuk aplkasi Sirup,1
Permohonan File Surat Sekretaris DJPB,1
Permohonan Penambahan USERNAME_MASKED,1
tanggal sp2d spmkp renka otomatis,1
SE Dirjen PB No S-3775/PB/2012,1
Permintaan Penghapusan PMRT KPPN Baubau per 31 Maret 2020,1
Kuota SP2D per hari,1
Akses Internet Lambat,1
SAKTI BERMASALAH,1
"Retur SP2D Dana Desa, Ingin Mengubah Nomor Rekening",1
Kendala dalam rekon transaksi Unreconsilled pada Aplikasi SPAN modul CM,1
Email SAKTI tertolak,1
SKPP Pensiun Atas Permintaan Sendiri,1
Penjelasan ND 280,1
"Tolakan SPAN ""Nomor Rekening Khusus harus diisi dan No Loan Register Belum Terdaftar di Rekening Khusus : T3S0250320""",1
Pembuatan Tamplate Reksus SBSN tidak dapat diproses,1
EMAIL SAKTI,1
Gagal Ubah Kedudukan Tewas pada GPP terpusat,1
Rekonsiliasi Hibah Di SPAN,1
Data Register Hibah Tahun 2019 Lanal Tanjung Balai,1
Reset BAR dan open periode BA 106,1
Peminjaman BMN Terkait Work From home,1
Konfigurasi Referensi Satker Baru Polres Bolaang Mongondow Selatan Kode Satker : 352651,1
mohon bantuan APD di Puskesmas Tegalrejo Kab Magelang,1
Rapat zoom,1
"Perubahan USERNAME_MASKED, Admin dan penambahan operator anggaran SAKTi",1
PENOLAKAN INFORMASI SUPPLIER,1
Tidak Bisa memilih data wajib pajak ketika membuat GUP KKP dalam Aplikasi SAKTI Desktop,1
Nomor Rekening Khusus tidak ditemukan,1
Permasalahan OM SPAN DAK Fisik,1
Permasalahan pada ADK LPJ Sakti,1
Rekonsiliasi transaksi hibah,1
Pembelian paket data,1
Deviasi Bulan Maret 2020 KPPN 121,1
permohonan email sakti untuk mengirim spm,1
Addendum kontrak tahun 2019,1
Lupa Password e-Sprint,1
URL tidak dikenal di edjpb,1
Perubahan Nomor Handphone USERNAME_MASKED untuk Aplikasi SAKTI,1
Konfirmasi data pajak,1
registrasi digit kadaluarsa,1
Data pada MONEV PA Tidak Sesuai,1
setoran pengembalian belanja belum muncul di SPAN,1
revisi dipa,1
Data Kesehatan tidak bisa disimpan,1
Penolakan PMRT validasi SPAN,1
Disk pada drive E pada server FTP Dakdandes melebihi 90%,1
Honorarium narasumber teleconference dan perjalanan dinas dalam kota lebih dari 8 jam,1
Petunjuk koreksi SPM GUP di Aplikasi Sakti,1
Persetujuan Penyamaan Data Bagi satker Baru (536734) KPPN Batam Aplikasi Gaji KPPN Terpusat,1
Aplikasi Konversii,1
Terima Satker Baru (420048) pada Aplikasi GPP terpusat,1
Tidak dapat Mengirimkan LPJ Silabi Bendahara Pengeluaran bulan Maret 2020,1
Perubahan Referensi Desa di OMSPAN,1
Petunjuk Melakukan Addendum SAKTI,1
registrasi hibah TAB 2020,1
Pegawai WFH yang terlanjur clock out sebelum jam 17.00,1
LPJ Bendahara Penerimaan KPKNL Surakarta,1
Tidak Bisa Hapus Gaji,1
Penolakan NIP Aktif di KPPN lain,1
Permintaan User & Password Administrator PC KPB6603G130,1
cara mengambil data,1
adk omspan untuk silabi,1
alasan penolakan di span?,1
Pengajuan Spm,1
USERNAME_MASKED Hilang,1
Format Cetakan LAK Per Akun dan Lak Face,1
"Konversi di hari libur, boleh kah?",1
OM SPAN,1
Omspan Tidak bisa menampilkan menu + untuk input daftar kontrak kegiatan,1
SAIBA,1
Kill USERNAME_MASKED SAKTI yang dianggap sudah login satker KPPN Watampone KPA Penyaluran DAK Fisik dan Dana Desa (403640),1
Permohonan Pendaftaran Virtual Account PLN,1
Push Data Ke E-rekon Belum Berhasil.,1
Logout USERNAME_MASKED dan USERNAME_MASKED aplikasi SAKTI DAK Fisik dan Dana Desa,1
KKP Perjadin tapi batal berangkat dan ada potongan,1
Salah NPWP tapi sudah diajukan oleh KPPN,1
Tautan Reset Password e-rekon LK tidak,1
Permintaan Akses pada Om Span,1
Kesalahan input data bulan kematian,1
Usulan update menu OMSPAN,1
No NTPN itidak dapat dapat di upload di Pelaporan SPT Pajak,1
Perubahan USERNAME_MASKED Kasi Bank KPPN KPH,1
Masalah Pembayaran Lembur,1
aplikasi gpp,1
Permohonan USERNAME_MASKED dan Pergantian USERNAME_MASKED.,1
jabfung analis pengelola keuangan apbn,1
Pendaftaran USERNAME_MASKED Satker Polres Kepulauan Sitaro (Belum memiliki DIPA),1
Permohonan Pembatalan Approval Modul Asset Tetap KPPN Kotabumi (528022),1
kami dari satker biddokkes (643262) menanyakan kendala dlm hal anggota pensiun tetapi gaji tdk sama dgn skep pensiun,1
APLIKASI SAKTI - MIGRASI ADK,1
USERNAME_MASKED Password PortalSakti,1
Kode Desa dan No Rekening Desa Tertukar pada Data SPAN dan SAKTI,1
Kewenangan Bendahara Pengeluaran,1
Kuitansi tidak bisa diubah/tayang,1
Pendaftaran USERNAME_MASKED Level Unit - Inspektorat Jenderal Kementerian Perindustrian (247885),1
Kendala Mengkonversi SPM (Spesimen Satker Tidak Ditemukan),1
Konfirmasi Proses Perubahan Rekening Kas Umum Daerah,1
SKPP Dalam Bentuk Softcopy,1
Rencana Penarikan Halaman III DIPA,1
SKPP Dalam bentuk Softcopy,1
