subject,jumlah_tiket
Permasalaan Capaian Ouput,1
Rekapitulasi SPM di Aplikasi E-SPM tidak sinkron,1
"Selisih Belanja Pegawai Uang Makan pada E-Rekon,",1
Honor Panitia Kegiatan Vidcon,1
gagal unduh excel,1
TAYANG PAGU,1
"PENGELUARAN DANA sejumlah : Rp.371,780,000 INI,DAPAT DIAMBIL DARI ANGGARAN RAPAT/ANGGARAN PENYULUHAN/ANGGARAN SIDANG/ANGGARAN PEMBAHASAN/ANGGARAN PERJALANAN/ANGGARAN RUMAH TANGGA/ANGGARAN BELANJA BARANG & JASA",1
Terkait transparansi,1
Biaya Perjalanan Dinas Luar Kota Menggunakan kendaraan pribadi,1
Mohon jawaban tiket 20200623-H29KOI,1
Penyelesaian Saldo Tidak Normal pada E-rekon,1
Sinkoronisasi Data Kepegawaian,1
Aplikasi SIMAK 20,1
Tidak dapat Ubah Kode Barang pada BAST (Modul Komitmen),1
TTD Segmen COA pada hasil rekon DIPA satker 416638,1
Gagal upload dokumen pendukung SPMKP (SAKTI),1
Data belum terpush ke e-rekon,1
DATA ESTIMASI YANG TERCATAT GANDA DI DATA SIAP (BUN),1
Reset Password Digit NIP NIP_MASKED an Nur Haryanto,1
Monitoring Data Kehadiran Pegawai pada Aplikasi eDJPb,1
push excell rekon,1
PPR Menggantung,1
Printer SP3 dan SP2D KPPN KPH Mengalami Kendala,1
Pergantian USERNAME_MASKED Kanwil DJPb,1
error remote desktop connection,1
Muncul banyak satker dengan kode yang sama pada erekon,1
USERNAME_MASKED anggaran,1
Gagal Tarik Data SKPKPP,1
Data SPMKP Tidak muncul saat klik tombol cari di menu catat/ubah SPP,1
Penempatan uang negara pada bank umum,1
izin infromasi cara penarikan rekap data realisasi per satker per program,1
Informasi NTPN,1
beda neraca SAIBA vs e-rekon,1
Perjalanan Dinas Dimasa Covid 19,1
perbaikan daftar kontrak,1
Penghapusan PMRT 30 Juni 2020,1
Kekurangan UK PPNPN bulan Juli 2020,1
Pengubahan owner terkait usulan revisi DIPA pada aplikasi sakti,1
Permasalahan Pembuatan DPP ppnpn pada SAS,1
Pengiriman Permintaan Pembatalan SPHL KPU Kab. Sidoarjo,1
Aplikasi Sakti Mac OS,1
TATA CARA PENGISIAN RKAKL 2021 melaui SAS,1
Transaksi Reklas,1
Vitamin,1
YTh Dr- DERRY PANTJADARMA,1
Memo MPHLBJS tidak muncul,1
status rekening TNP,1
"permasalahan aplikasi GPP, pembuatan kekurangan gaji setelah update GPP terakhir jadi minus di potongan Taperum",1
aktifasi USERNAME_MASKED,1
Permohonan Pembukaan Periode,1
"Upload ke CW SPAN ""Dana_code not exists""",1
Supplement sesuai S308/PB/2020,1
Apakah erekon sedang eror ? Mohon solusi,1
Registrasi SIMASPATEN,1
Perbedaan nilai peralatan dan mesin (kendaraan bermotor) pada SAKTI,1
Capaian Output Mei USERNAME_MASKED,1
Pengajuan DD Tahap-III,1
Data SPP hilang saat mencetak SPP 00171T,1
Migrasi Pencatatan Kas di SAKTI,1
API untuk input data Penyusunan RKA pada Aplikasi Sakti,1
Kode SATKER pada potongan pajak tidak sesuai,1
Kesalahan Kode Barang,1
Perbedaan Saldo Awal dan Saldo Akhir dokumen SP2B dan SP3B BLU dikarenakan adanya salah satu SP3B BLU yang gagal terbit SP2B.,1
Kekurangan Gaji KP-Gaji Lama melalui SUSULAN GAJI,1
Cara Merubah Kode BMN SPP GUP yang sudah jadi SP2D,1
Permasalahan Tidak Bisa Edist Data KontrakDAK Fisik Yang Sudah Salur Tahap I (Pemda Kab. Magelang),1
Pendapatan yang tidak diakui oleh satker,1
Penghapusan Rekening Bendahara Penerimaan di SPRINT,1
Error SAS Satuan Kerja Pada RUH Transaksi SILABI,1
Pulsa untuk non pemerintahan / Masyarakat,1
Akun Covid,1
Usulan USERNAME_MASKED,1
Mengenai e jafung,1
Aset berupa persediaan Belum diregister pada Erekon bernilai minus,1
permasalahan e-rekon,1
BPP,1
Jurnal balik pada SAIBA,1
Gagal Upload ADK Koreksi PNBP Satker 019009 & Koreksi Pengembalian Belanja Satker 003024 Terinterface dgn Status Pending-Normal.,1
Data Capaian Output Satker SAKTI DIPA DAK Fisik Dana Desa berstatus Belum Ada Data pda Aplikasi e-Rekon&LK,1
Permohonan Batal Approv Transaksi KDP Bulan Juni 2020,1
Pengisian Bukti Dokumen pada Capaian Output,1
Pembatalan Approval Aset,1
Transaksi CMS,1
Permohonan Unduh ADK LPJ Bulan Juni 2020 KPP Pratama Serpong 560944,1
Kendala pada Aplikasi SPAN Seksi Bank,1
Jumlah Ekuitas pada LPE dengan Ekuitas pada Neraca per 30 Juni 2020 Tidak Sama,1
Permohonan pembukaan referensi tahun 2018 aplikasi sakti,1
Cara mengecek proses Ralat Akun pada Omspan,1
Data Absensi Manual Edjpb Tidak Semua Dapat Masuk Ke Aplikasi SILAP,1
Permohonan Bantuan Solusi Selisih Pembukuan UP,1
Peraturan pengelolaan barang persediaan,1
SAKTI: Buka tutup periode 6-2020 modul aset tetap,1
ADK LPJ Tidak dapat di Download,1
konfirmasi output,1
Permohonan Hapus Log In Admin,1
Tagihan Listrik Pembayaran melalui Multi Payment Bank,1
cara membuat jurnal penyesuaian,1
Capaian Output DAK Fisik dan Dana Desa,1
Tidak bisa unduh ADK LPJ bulan Juni 2020 pada Aplikasi Monsakti,1
Aplikasi SAKTI: Saldo ekuitas akhir pada LPE tidak sama dengan saldo ekuitas pada Neraca,1
Tunjangan Struktural,1
push data,1
Kill Admin,1
Selisih data SAI pada OMSPAN,1
Mohon buka kembali aset Juni 528455,1
tidak bisa akses youtube,1
Refresment dan Uji Kompetensi PPK /PPSPM,1
Pengiriman data SIMAK ke SAIBA,1
Dana belum masuk rekening,1
Buka buku modul aset,1
Konfirmasi Capaian Output pada E-Rekon LK,1
memo mphlbjs,1
erekonlk,1
permasalahan update sas,1
Capaian Output pada aplikasi SAS,1
Kesalahan penginputan kode jabatan di aplikasi GPP,1
permohonan pembukaan modul aset pada aplikasi sakti,1
Permasalahan SAKTI,1
Permohonan Perubahan USERNAME_MASKED KPP Pratama Kayu Agung,1
mohon bantuan atas kesalahan double input pendetilan atas kuitansi yang sama,1
Permohonan Pembatalan Pendetailan,1
Permohonan Buka Trigger DAK Fisik,1
Penambahan Operator SAKTI,1
aplikasi pin ppspm teruninstall,1
Gagal Kirim Data SIMAK ke SAIBA (Rekonsiliasi),1
Notifikasi email USERNAME_MASKED SIMASPATEN belum di terima,1
Permohonan Penghapusan Jurnal Pada Buku Besar_411183,1
Update Aplikasi GPP,1
Kendala pada aplikasi Sprint,1
Permintaan buka modul GLP KP2KP Makale periode Februari 2020,1
Penyesuaian Data SIKP PMK No.85 Tahun 2020 tentang Subsidi Bunga/Subsidi Margin,1
Bukti tanda transfer,1
Permohonan ubah role USERNAME_MASKED,1
Permintaan Penutupan GL Periode bulan 6 2020,1
Kewajiban revolving UP dalam satu bulan,1
Bantuan untuk tutup buku bulan Juni,1
Terkait SAKTI Input transaksi persediaan di USERNAME_MASKED tidak sama dengan tampilan di USERNAME_MASKED,1
Pengembalian Sisa Uang Harian Konsinyering,1
PERMINTAAN INPUT UPDATE REVISI DIPA 01 SKPD NTT KE SAKTI WEB,1
Batal Setuju transaksi stock opname,1
penyusunan rkakl,1
Transaksi tidak normal pada modul aset tetap,1
Penyelesaian SP2D 1 Jam,1
perubahan kode KPPN,1
Aplikasi SAKTI terdapat selisih TKTM terkait Dropin Kartu NPWP dari Kantor Pusat,1
Pengenaan Pajak atas Penggunaan KKP,1
Selisih Nilai Persediaan Setelah Tutup Buku,1
Penyesuaian Persediaan Tidak Normal,1
penyampaian surat Konfirmasi atas penyelesaian THR Ganda 2020 pada satker mitra kerja KPPN Bandung II,1
Pembukaan kembali Rekon Juni 2020,1
daftar rencana kegiatan,1
Bagaimana cara mereset password USERNAME_MASKED sakti yang kelupaan,1
Mohon bantuan untuk tutup buku modul piutang karena tidak wajar,1
Jabfung Pranta Keuangan APBN,1
Pembayaran Gaji untuk Pegawai yang Diberhentikan secara tidak hormat,1
Upload rekonsiliasi periode Juni,1
Pendaftaran USERNAME_MASKED Web Penganggaran Satker Belum Ada DIPA,1
Satker 668994 (KPPBC Jagoi Babang) salah melakukan periode posting atas hapus setoran PNBP pada bulan juli karena saat hapus setoran periode buku Juni 2020 belum dibuka,1
mekanisme perubahan kontrak dari satker lama ke satker yg baru,1
Muncul Saldo Kas Bendahara Pengeluaran di Neraca Lajur Detail Segmen Satker Pasca Reval periode Juni 2020 pada satker inaktif 451522 (ATASE PERINDUSTRIAN DI TOKYO (JEPANG)),1
Cara mengajukan subsidi bunga di jendelaumkm.id,1
Akun Sas tidak ada,1
Pengajuan USERNAME_MASKED Sakti,1
Penjelasan Terkait ND Dirjen perbendaharaan No. ND-533,1
Pembebeasan LAhan,1
PERMOHONAN PERUBAHAN NOMINAL CAPAIAN OUTPUT BULAN JUNI 2020,1
Validasi Pengembalian Belanja Melebihi Realisasi Belanja pada e-Rekon,1
cara res,1
Konsultasi penolakan adk kekurangan gaji,1
Push Ulang data,1
Neraca Akrual Semester I Thn 2020 Kanwil Jakarta Tidak Balance,1
Pendaftaran USERNAME_MASKED belum memiliki DIPA,1
revisi Hal III DIPA,1
Tidak bisa membuat SPM Koreksi (SPM GUP karena akun tidak aktif),1
Juknis Perubahan NPWP Satker pada supplier tipe 6 (PPNPN) - Kanwil DJPb Provinsi Jawa Barat,1
Permohonan petunjuk teknis PMK 70 2020,1
KIB tidak muncul pada saat pencetakan Kartu Identitas Barang pada Aplikasi SAKTI,1
Gagal Mencetak Lembur PPNPN pada Aplikasi SAS,1
Terms of Reference for External Assessment of BPDLH,1
PEMBAYARAN ATAS KEURANGAN TUNJANGAN FUNGSIONAL TMT 1/3/2014,1
Perbedaan Pengembalian Belanja di Erekon LK antara SIAP dan SAI,1
"Pendaftaran USERNAME_MASKED untuk satker 351738, 351739, 351740, 351741, 351742, 351743",1
Error saat mengambil data belanja,1
NTPN Belum Masuk E-Faktur,1
perubahan referensi Unit,1
Format surat usulan Calon Peserta Penilaian Kompetensi PPK dan PPSPM,1
Cara menghapus ADK SPM tolakan KPPN yang menggantung,1
solusi atas PIN SALAH 1 dari 8 satker kanwil kemenkumham (1 PPSPM 1 laptop inject),1
Reset USERNAME_MASKED Portal Sakti,1
Detil Informasi Nomor Surat pada Pengajuan Perubahan Suupllier Melalui Mekanisme BCSU pada OMSPAN,1
Pembayaran,1
Sakti Web,1
pendaftaran USERNAME_MASKED tingkat unit,1
Terdapat perbedaan antara Kode UAKPB dan BAES1 pada lampiran Referensi minta tolong diperbaiki. Kantah Kayong Utara,1
Salah memasukkan id pengguna atau kata sandi,1
USERNAME_MASKED monsakti bagi pegawai dja,1
Bagai mana cara mendapatkan USERNAME_MASKED Pasword OM SPAN untuk masyarakat ?,1
Lupa USERNAME_MASKED password Simponi,1
Akun Belanja Barang Operasional untuk Covid,1
Permohonan persetujuan pembayaran IPP jatuh tempo,1
merubah pendidikan DIII ke S1 untuk kepentingan input Jabfung,1
BIOS G2 Masih Tercantum kode satker lama,1
Penggunaan Akun terkait Lisensi,1
Penerbitan SPM PP atas Setoran PNBP beda Satker,1
Pendaftaran USERNAME_MASKED level unit dan satker,1
Selisih Rekon Internal dengan Sub-Ledger Persediaan,1
"Izin bertanya, kenapa adk hasil konversi tidak muncul di ftp 134 ? Padahal tidak ada setting yang diubah",1
Permintaan perubahan pendidikan dan title di nama pegawai pada aplikasi gaji terpusat,1
Web e-Rekon&LK Penanda Tangan BAR Kosong/BAR tidak dapat dibuka,1
permintaan enabling hostname,1
WhatsApp Pusat Layanan DJA Ketentuan Peraturan Perjalanan Dinas serta PMK 72/PMK.02/2020 perihal PMK SBM,1
tiket hai,1
Tidak bisa Menghapus USERNAME_MASKED sakti,1
Uang lembur,1
Penyesuain pendidikan pada e jafung,1
Lupa Password Aplikasi Sakura KPPN Kolaka,1
Kirim ADK RKAKL Sakti,1
Permohonan Application Programming Interface (API),1
SAS Tidak Sesuai dengan Omspan,1
File upload di DIGIT tentang pendaftaran PPK dalam SIMASPATEN,1
Data SAKTI tidak diterima e-Rekon LK,1
Apilikasi digit/sprint satker,1
permintaan reset password akun digit,1
add kontrak lebih kecil dari realisasi,1
Request password admin lokal Komputer,1
PENDAFATARAN JOIN DOMAIN,1
Koreksi SPM 667730,1
Permohonan penghapusan ADK PMRT di OMSPAN per 29 Juli 2020 untuk KPPN Tahuna (083),1
Relaksasi IKPA,1
Register USERNAME_MASKED eselon 1,1
Pembahayaran Penghasilan PPNPN,1
Permohonan Buka Buku Bulan 07 pada Satker KPPBC TMP C Pantoloan,1
Hasil Cetak MPHLBJS kosong,1
Juknis Realisasi Capaian Output SAKTI,1
pengaktifan USERNAME_MASKED,1
PC SPAN tidak dapat connect dengan jaringan SPAN,1
konfirmasi,1
Penjelasan pantek ppspm,1
Upload data SIKP,1
Status Upload e-Spm tidak aktif,1
Perekaman kuitansi pada Silabi tidak bisa karena validasi dana kurang,1
Tampilan Aplikasi Sprint terbaru,1
Pajak atas pembelian pulsa untuk paket data kegiatan daring,1
Perubahan Operator SPMKP,1
Tidak Bisa Upload LPJ,1
Tidak bisa melakukan import/ADK supplier dari OM_SPAN ke SAKTI,1
Pendaftaran USERNAME_MASKED tingkat K/L Kementerian Kesehatan,1
Permohonan Persetujuan Void SP2D,1
Segmen Bank pada Neraca Lajur - Detail Segmen Tambahan,1
Tidak dapat login PC,1
Reset password sprint,1
CC DJA - Juknis Subsidi Bunga,1
Pengajuan Penghapusan Fasilitas KUR Lama A.N Sulastri,1
Ketentuan Pembayaran Remunerasi Ketigabelas bagi Satker BLU,1
Aplikasi SAKTI gagal cetak SPM,1
kendala input data kas bank,1
Tata Cara Pendaftaran USERNAME_MASKED level KL,1
Konfirmasi Terkait Informasi USERNAME_MASKED,1
Monitoring Renkas Beda Nominal Tagihan Tahun Lalu Masih Muncul di monSAKTI,1
Aktivasi admin satker Simaspaten tidak berhasil.,1
uraian spm,1
Surat Banding,1
SP2D reksus SBSN BRI Syariah,1
SPRINT V2,1
Permasalahan call DIPA,1
Pendaftaran Akun SAKTI,1
Honor Panitia,1
Belanja Pegawai bln Juli 2020,1
Permasalahan kontrak multiyears pada KPPN Banjarmasin (045),1
ADK LPJ Juni tidak terbaca oleh KPPN,1
Gaji susulan tidak bisa diproses karena masih aktif di satker lain,1
Perekaman PINPPSPM di KPPN,1
Permasalahan SPM dengan sumber dana PLN di KPPN Banjarmasin,1
penginputan BAST,1
Uang Harian Perjalanan Narasumber/ Instruktur Pelatihan,1
Eror Saat Kirim ADK ke SAS di Aplikasi Saktiweb,1
PAYGROUP UNTUK SPM SBSN KOSONG,1
Gagal kirim ADK ke SPAN,1
Data Di Aplikasi SAKTI tidak bisa tersimpan,1
cetakan LPJ tidak sesuai,1
Update SAKTI per Kamis Tanggal 06 Agustus 2020,1
Permintaan Konfirmasi Penerimaan Negara,1
Alokasi konsumsi rapat terkait COVID,1
Kendala install aplikasi SAS di Macbook,1
Hasil Cetakan Surat Permohonan Pembukaan Rekening pada Aplikasi SPRINT,1
Status SPMKP,1
Paygroup untuk SPM SBSN,1
Permasalahan USERNAME_MASKED tidak bisa digunakan di salah satu PC,1
Perbedaan Data,1
Penjelasan SIKP,1
Permohonan Pembuatan USERNAME_MASKED Level K/L Kemlu,1
Gagal upload ADK GPP Uang Lembur pada aplikasi SAKTI - Kanwil DJPb Provinsi Jawa Barat,1
saldo migrasi rek giro tidak tercatat di rek Virtual,1
Akun untuk Rapid Test,1
Biaya Taksi Bandara,1
Menu view ADK LPJ yang telah diapprove pada SPRINT,1
Reset Password Portal SAKTI,1
Tanggapan,1
SPM Gaji 13,1
Tidak Bisa Hapus PPSPM lama,1
Gaji 13 Pegawai LPP RRI Non PNS,1
mohon aktifkan USERNAME_MASKED untuk satker 070028,1
Permohonan Perubahan USERNAME_MASKED satker KPP Pratama Banda Aceh (119642),1
Nomenklatur di span berubah menjadi nomenklatur lama.,1
adk gaji tidak bisa diupload,1
Release OMSPAN Dana Desa sesuai dengan PMK 110/PMK.07/2020,1
GAJI 13: GPP TERPUSAT: PENGUJIAN GAJI: Permohonan Penghapusan Nomor Gaji Menggantung,1
Apakah operator SAKTI modul persediaan dan modul aset tetap dapat dipisah ?,1
kontrak,1
Selisih pada LPJ,1
SPM Gaji 13 tertolak,1
Pembebanan Akun Belanja,1
Pembayaran Gaji 13 pada PNS DIpekerjakan pada BRG,1
Pemberian hak keuangan untuk peserta diklat,1
Permohonan penyamaan data gpp terpusat untuk satker baru,1
Tidak dapat menerima SMS Pendaftaran PIN Sakti (non-Web),1
Pembayaran Tunjangan Jabatan Fungsional,1
Aset tetap belum di register,1
Kendala ADK Tidak Asli Saat Upload USERNAME_MASKED di SPAN,1
Permohonan Aktivasi USERNAME_MASKED SIMASPATEN Satker KPP Pratama Jakarta Grogol Petamburan Kode Satker 635684,1
Pengajuan Gaji 13 Satker 420016 ditolak,1
Penghapusan PMRT KPPN Rangkasbitung per 11 agustus 2020,1
belum bisa masuk SPAN untuk USERNAME_MASKED,1
Potongan taperum minus,1
Penegasan Pembiayaan Penanganan COVID-19 untuk Kegiatan SWAB Test,1
reset sandi untuk sakti satker 099230 dan 099258,1
Usul Format Penilaian IKPA dan Jenis Penilaian Lainnya di OM SPAN,1
Pembayaran gaji ketiga belas bagi pegawai yang pada bulan Juli statusnya pegawai dipekerjakan,1
Penggantian role USERNAME_MASKED,1
ADK Gaji GPP gagal,1
Pendataran SIMPONI,1
ADK Gaji yang Berhasil Upload Menggantung,1
Penginputan data debitur dalam SIKP,1
Penambahan modul USERNAME_MASKED,1
koreksi SPM,1
Menghapus Transaksi di Laporan FA SAKTI,1
Penyampaian Perubahan USERNAME_MASKED SAKTI pada KPKNL Kupang,1
Reset Password USERNAME_MASKED Web Satker,1
Terkait surat permohonan pembayaran tagihan subsidi bunga,1
Persetujuan penggunaan sisa maksimum pencairan (MP) dana PNBP bidang pendidikan Tahun Anggaran Sebelumnya,1
Import Supplier SAKTI,1
Azza Sustia Re: Action Required: Your ticket has not yet been submitted,1
Permohonan Input Kurs ISD Tanggal 13-08-2020,1
Permohonan penambahan USERNAME_MASKED KPP Pratama Tabanan,1
SPBy yang sudah divalidasi tidak tersimpan,1
Undangan Pembahasan Transformasi Tugas dan Fungsi Tim EITI,1
Permohonan USERNAME_MASKED satker baru,1
Dirjen dari Non PNS,1
POTONGAN PAJAK,1
Koreksi Saldo Akhir SP2HL,1
Pesan Error eDJPb (Tidak bisa Lapor Kondisi Kesehatan & Clock out),1
BLT dana desa,1
Permohonan Broadcast: Update OMSPAN DAK Fisik 16 Agustus 2020,1
Azza Sustia RE: Azza Sustia Re: Penting : Tiket 20200812-X6O9DU akan ditutup,1
Ralat SP2HL,1
Masa berlaku USERNAME_MASKED password VPN Kemenkeu,1
Uang saku dan konsumsi diklat online,1
Register Hibah Belum update di SAKTI,1
Permohonan Pergantian USERNAME_MASKED SAKTI Satker 403650,1
IACCOUNT_MASKED RE: Tindak Lanjut Hasil Checklist - amber - SN:06CVZGE - Hendra Mardianto,1
Akun honor narsum,1
Perubahan Password OMSPAN Satker MTsN 1 Tulang Bawang,1
Perekaman No. Rekening pada SPRINT,1
Upload SE-61/PB/2020 tentang Batas Maksimum MP PNBP DR dan PSDH Kementerian LHK Tahap III 2020,1
Aplikasi SIKP,1
Koreksi SPM TUP Salah Sumber Dana,1
Data SKPKPP Belum berubah pada SAKTI,1
Modul Aset,1
perhitungan subsidi bunga,1
Kode Registrasi PLN tidak terdapat di SAKTI tapi sudah ada di SATUDJA,1
Azza Sustia RE: Azza Sustia Re: Penting : Tiket 20200815-R9OII0 akan ditutup,1
Gagal upload pph 21 di effiling,1
Akun untuk honor penguji ujian dinas,1
Output dobel pada form realisasi kinerja,1
Operator Investasi Pemerintah,1
Tunjangan kinerja,1
Permohonan reset USERNAME_MASKED password web sakti,1
Salah Mata Anggaran,1
Penggantian sementara bendahara pengeluaran,1
Permintaan Softcopi Surat Dirjen Perbendaharaan S-682/PB/2020 tanggal 14 Agustus 2020,1
batasan jumlah personil tim pelaksana kegiatan,1
Masuk ke akun apa,1
Aplikasi e-Rekon&LK Bermasalah,1
Batch penyaluran DAK Fisik,1
Permohonan Permintaan Data,1
Konfirmasi Kendala Konfersi Penilaian Kopetensi PPK dan PPSPM,1
"SPM-KP muncul notifikasi ""Nilai kompensasi tidak sesuai dengan detail kompensasi""",1
tidak bisa upload MPHLS BJS Ke web Adi,1
Permohonan Perubahan USERNAME_MASKED pada Aplikasi SAKTI,1
pin ppk USERNAME_MASKED ditemukan,1
Data Tidak Muncul Pada SIAP,1
USERNAME_MASKED NIP NIP_MASKED saat ingin login muncul notifikasi USERNAME_MASKED terdaftar,1
Pencabutan Pemblokiran USERNAME_MASKED Akibat Salah Memasukan Password,1
Kesalahan Jenis SPM Non Kontraktual,1
Informasi USERNAME_MASKED Password SIKP,1
Permohonan Pembatalan Validasi Transaksi BMN pada Aplikasi SAKTI,1
Tidak dapat mencetak SP2D Nihil,1
Permintaan USERNAME_MASKED admin TIK SPAN dan non SPAN KPPN Jambi,1
pendaftaran satker di aplikasi GPP terpusat,1
perbaikan tanggal buku Jurnal,1
Ubah Status Kontrak DAK Fisik,1
SPMKP ke rekening pribadi,1
Tiket 20200710-UZS879,1
Inquiry,1
USERNAME_MASKED password SIKP,1
Mekanisme kurang salur DAK Fisik,1
Permohonan Push data E-Rekon Bulan Juli 2020,1
Revisi sisa belanja banpem 526112 menjadi perjadin,1
Status Monitoring Bank SP2D,1
"Sangat Segera, Permohonan Unggah Data Rekon ke Aplikasi E-Rekon",1
Adendum Kontrak Ditolak,1
Permohonan Pembayaran Tagihan Subsidi Bunga/Subsidi Margin PT. BPR Pasarraya Kuta,1
Gagal Validasi SPM Koreksi,1
Permintaan upload rekon bulan Juli 2020,1
Fitur CMS rekening bendahara pengeluaran,1
LRA 2019,1
adk upload fail pada SPAN,1
Duplikasi Mail SAKTI dengan Satker di luar wilayah,1
Penghapusan Akun PPSPM,1
Permohonan Push e Rekon Juli 2020,1
Data ADK Gaji Anomali,1
Masalah selisih simak dan saiba,1
Data tidak sesuai pada menu ketersediaan dana,1
Permohonan Pembayaran Tagihan Subsidi Bunga/Subsidi Margin bulan Mei 2020 PT BPR Aruna Nirmaladuta,1
Error saat melakukan proses RETUR di SPAN,1
BAST tidak bisa diubha/dihapus,1
nilai bruto nya kok sama dengan nilai prestasi pekerjaan,1
REKAM SPBY TIDAK MUNCUL AKUN 521811,1
Revisi Anggaran TA 2020,1
perekaman rekening VA satker,1
Pergantian KPA untuk SPM rutin dan SPMKP,1
aplikasi PINPPSPM tidak mau mengirimkan sms,1
Pendetailan ganda,1
Rek. Giro Terblokir,1
FA Detil Berubah,1
Rapat Diluar Jama Kantor,1
Status Capaian Output pada Aplikasi e-Rekon&LK,1
Koreksi Tagihan Subsidi Bunga,1
pertanyaan mengenai SIKP untuk subsidi bunga non KUR,1
Lupa USERNAME_MASKED Pasword DIGIT,1
Kode Satker Suspense,1
Gagal login PC SPAN,1
Permasalahan entri kontrak DAK,1
pemda tidak bisa menginput volume dan capaian output kegiatan di OMSPAN DAK Fisik,1
Nominal Retur 0 berbeda dengan SPM yang diajukan,1
Perubahan data KPA,1
Nama bawahan tidak muncul pada aplikasi edjpb,1
Permohonan subsidi bunga BPR Danamas PRatama,1
Aplikasi digit untuk Aplikasi SPRINT,1
"Surat Permohonan, Surat Pernyataan, NPWP, Rekening Koran",1
Konfirmasi pembayaran luar negeri (US),1
Apikasi SAKTI,1
pembatalan SP2HL,1
Nomor telepon KPPN Jakarta IV,1
Selisih Kas pada LPJ BPG,1
Membatalkan Transaksi KDP BMN yang telah disetujui,1
NPWP di sakti tidak muncul untuk input Setoran,1
blt dd,1
Tindak lanjut tiket nomor 20200827-9HBW18,1
USERNAME_MASKED SMS,1
Akun Penanganan Covid dan Kelengkapan Berkas untuk Dilakukan Pencairan,1
Kesalahan deskripsi akun belanja,1
USERNAME_MASKED SAKTI,1
DOKUMEN PENGAJUAN PEMBAYARAN TAGIHAN SUBSIDI BUNGA PERIODE MEI 2020-TAHAP 2,1
Dokumen kelengkapan pergantian KPA Satker,1
Pendaftaran USERNAME_MASKED Baru,1
Transfer 2x atas SP2D yang sama,1
BPJS untuk anak ke-4,1
Mohon solusi untuk perubahan transaksi lain-lain,1
Revisi sakti,1
CC DJA - Hari Subsidi SIKP,1
Pengajuan Revisi,1
Bagaimana cara mengaktikan kembali NPWP lama di Sakti,1
SALDO UP SILABI BP TIDAK SESUAI,1
USERNAME_MASKED Simaspaten Tidak dapat Mengajukan Pendaftaran,1
(OMSPAN) Data Kontrak tidak tampil saat menginput SP2D BUD,1
Selisih LPJ terkait migrasi rekening VA,1
EROR PADA TAGIHAN,1
Pertanyaan Seputar nilai konfirmasi capaian output,1
Permohonan perubahan USERNAME_MASKED KPA satker 119731,1
Penambahan USERNAME_MASKED,1
DRK pada ADK LPJ,1
workshop/ bimtek,1
surat tagihan periode bulan Mei 2020,1
tautan download aplikasi installer saiba,1
Mengapa ada TDK Pendapatan Pajak di Satker Bapas Batulicin,1
Permohonan Penghapusan PPR Menggantung,1
Permohonan Tambahan Waktu Input Kontrak Pada Aplikasi OMSPAN,1
Dokumen Kelengkapan Subsidi Bunga,1
DATA TAGIHAN SUBSIDI BUNGA PT BPR SAMI MAKMUR PERIODE MEI-JULI 2020,1
salah entry,1
Cetak Memo Pengesahan MPHL BJS,1
koreksi pecah akun SPM GUP,1
Nomor register loan 99999999,1
Penghapusan USERNAME_MASKED Penilaian PPK dan PPSPM,1
Kas lainnya di bendahara,1
Pergantian USERNAME_MASKED Satker 636693,1
Korban PHK covid 19,1
Harga satuan dan jumlah barang tertukar,1
Permohonan reset USERNAME_MASKED password adm sakti Dipa 01(307928) dan Dipa 04 (309113),1
Om span versi terbaru susah dibuka,1
Data LK Satker SAKTI belum masuk e-rekon,1
Pencabutan Tunjangan anak atas anak yang terlambat dilaporkan,1
Perubahan Tgl Buku pada Penerimaan Negara,1
PERMOHONAN PEMBAYARAN SUBSIDI BUNGA/MARGIN BPRS INSAN MADANI,1
Permohonan Konfirmasi Sewa Rumah Dinas,1
USERNAME_MASKED tidak muncul saat dicari dan saat akan di approve,1
Asuransi,1
Rekonsiliasi bulan Agustus 2020,1
No gaji satker 685880 nomor 000250 sudah dihapus diuser kepala seksi tapi masih muncul di fo menu pengujian,1
Tidak bisa input BAST di SAKTI,1
Rekening RKUD untuk penyaluran DAK Fisik Cadangan Tidak Muncul Ketika akan Dikirim ke SAKTI,1
PERMOHONAN PEMBAYARAN TAGIHAN SUBSIDI BUNGA/MARGIN PERIODE BULAN MEI 2020,1
mohon untuk dibantu push rekon dari SAKTI,1
Permohonan Akses SIKP,1
NRP KPA belum terekam pada BAR,1
Permasalahan Kekurangan Gaji,1
Aplikasi OMSPAN tidak bisa di akses,1
Web susah dibuka,1
"LAPORAN BERITA ACARA BUNGA SUBSIDI BULAN MEI, JUNI, JULI & AGUSTUS",1
Permintaan Push Ulang Data Rekon Satker Aplikasi SAKTI ke Aplikasi e-rekon&LK,1
Komputer join domain tidak dapat login karena sudah lama tidak digunakan,1
PERMOHONAN PENGGANTIAN USERNAME_MASKED,1
PERBEDAAN NILAI SIAP DAN SAI SATKER 410713 KPPBC TMP MERAK TERKAIT E-REKON,1
menu upload spm PP di aplikasi espm,1
Adendum kontrak salah akun,1
Pengajuan Surat Permohonan Dispensasi Proporsi UP KKP,1
Perubahan Nama Pejabat Eselon I sebagai Unit untuk USERNAME_MASKED,1
Permohonan pembatalan validasi SPM,1
Konsultasi Solusi salah input jumlah unit BMN,1
kendala pada saat perekaman MPHL-BJS,1
